Date,Open,High,Low,Close,Adj Close,Volume
10/21/2019,1252.26001,1254.629028,1240.599976,1246.150024,1246.150024,1027200
10/22/2019,1247.849976,1250.599976,1241.380005,1242.800049,1242.800049,1023800
10/23/2019,1242.359985,1259.890015,1242.359985,1259.130005,1259.130005,911500
10/24/2019,1260.900024,1264,1253.714966,1260.98999,1260.98999,1028100
10/25/2019,1251.030029,1269.599976,1250.01001,1265.130005,1265.130005,1213100
10/28/2019,1275.449951,1299.310059,1272.540039,1290,1290,2613200
10/29/2019,1276.22998,1281.589966,1257.212036,1262.619995,1262.619995,1886400
10/30/2019,1252.969971,1269.359985,1252,1261.290039,1261.290039,1408900
10/31/2019,1261.280029,1267.670044,1250.843018,1260.109985,1260.109985,1455700
11/1/2019,1265,1274.619995,1260.5,1273.73999,1273.73999,1670100
11/4/2019,1276.449951,1294.130005,1276.35498,1291.369995,1291.369995,1501000
11/5/2019,1292.890015,1298.930054,1291.229004,1292.030029,1292.030029,1282700
11/6/2019,1289.459961,1293.72998,1282.5,1291.800049,1291.800049,1153000
11/7/2019,1294.280029,1323.73999,1294.244995,1308.859985,1308.859985,2030000
11/8/2019,1305.280029,1318,1304.36499,1311.369995,1311.369995,1251400
11/11/2019,1303.180054,1306.425049,1297.410034,1299.189941,1299.189941,1011900
11/12/2019,1300,1310,1295.77002,1298.800049,1298.800049,1085900
11/13/2019,1294.069946,1304.300049,1293.51001,1298,1298,826700
11/14/2019,1297.5,1317,1295.650024,1311.459961,1311.459961,1193500
11/15/2019,1318.939941,1334.880005,1314.280029,1334.869995,1334.869995,1782600
11/18/2019,1332.219971,1335.529053,1317.5,1320.699951,1320.699951,1487400
11/19/2019,1327.699951,1327.699951,1312.800049,1315.459961,1315.459961,1269200
11/20/2019,1311.73999,1315,1291.150024,1303.050049,1303.050049,1308600
11/21/2019,1301.47998,1312.589966,1293,1301.349976,1301.349976,995500
11/22/2019,1305.619995,1308.72998,1291.410034,1295.339966,1295.339966,1385700
11/25/2019,1299.180054,1311.310059,1298.130005,1306.689941,1306.689941,1036200
11/26/2019,1309.859985,1314.800049,1305.089966,1313.550049,1313.550049,1069700
11/27/2019,1315,1318.359985,1309.630005,1312.98999,1312.98999,995600
11/29/2019,1307.119995,1310.204956,1303.969971,1304.959961,1304.959961,587000
12/2/2019,1301,1305.829956,1281,1289.920044,1289.920044,1510900
12/3/2019,1279.569946,1298.46106,1279,1295.280029,1295.280029,1143800
12/4/2019,1307.01001,1325.800049,1304.869995,1320.540039,1320.540039,1537500
12/5/2019,1328,1329.358032,1316.439941,1328.130005,1328.130005,1212700
12/6/2019,1333.439941,1344,1333.439941,1340.619995,1340.619995,1314800
12/9/2019,1338.040039,1359.449951,1337.839966,1343.560059,1343.560059,1354300
12/10/2019,1341.5,1349.974976,1336.040039,1344.660034,1344.660034,1094100
12/11/2019,1350.839966,1351.199951,1342.670044,1345.02002,1345.02002,850400
12/12/2019,1345.939941,1355.775024,1340.5,1350.27002,1350.27002,1281000
12/13/2019,1347.949951,1353.093018,1343.869995,1347.829956,1347.829956,1549600
12/16/2019,1356.5,1364.680054,1352.670044,1361.170044,1361.170044,1397300
12/17/2019,1362.890015,1365,1351.322998,1355.119995,1355.119995,1854000
12/18/2019,1356.599976,1360.469971,1351,1352.619995,1352.619995,1522600
12/19/2019,1351.819946,1358.099976,1348.984985,1356.040039,1356.040039,1469900
12/20/2019,1363.349976,1363.640015,1349,1349.589966,1349.589966,3315000
12/23/2019,1355.869995,1359.800049,1346.51001,1348.839966,1348.839966,883100
12/24/2019,1348.5,1350.26001,1342.780029,1343.560059,1343.560059,347500
12/26/2019,1346.170044,1361.327026,1344.469971,1360.400024,1360.400024,667500
12/27/2019,1362.98999,1364.530029,1349.310059,1351.890015,1351.890015,1038400
12/30/2019,1350,1353,1334.02002,1336.140015,1336.140015,1050900
12/31/2019,1330.109985,1338,1329.084961,1337.02002,1337.02002,961800
1/2/2020,1341.550049,1368.140015,1341.550049,1367.369995,1367.369995,1406600
1/3/2020,1347.859985,1372.5,1345.543945,1360.660034,1360.660034,1186400
1/6/2020,1350,1396.5,1350,1394.209961,1394.209961,1732300
1/7/2020,1397.939941,1402.98999,1390.380005,1393.339966,1393.339966,1502700
1/8/2020,1392.079956,1411.579956,1390.839966,1404.319946,1404.319946,1528000
1/9/2020,1420.569946,1427.329956,1410.27002,1419.829956,1419.829956,1500900
1/10/2020,1427.560059,1434.928955,1418.349976,1429.72998,1429.72998,1820700
1/13/2020,1436.130005,1440.52002,1426.02002,1439.22998,1439.22998,1652300
1/14/2020,1439.01001,1441.800049,1428.369995,1430.880005,1430.880005,1558900
1/15/2020,1430.209961,1441.39502,1430.209961,1439.199951,1439.199951,1282700
1/16/2020,1447.439941,1451.98999,1440.920044,1451.699951,1451.699951,1173700
1/17/2020,1462.910034,1481.295044,1458.219971,1480.390015,1480.390015,2396200
1/21/2020,1479.119995,1491.849976,1471.199951,1484.400024,1484.400024,2036700
1/22/2020,1491,1503.213989,1484.930054,1485.949951,1485.949951,1610800
1/23/2020,1487.640015,1495.52002,1482.099976,1486.650024,1486.650024,1351200
1/24/2020,1493.589966,1495.494995,1465.25,1466.709961,1466.709961,1784600
1/27/2020,1431,1438.069946,1421.199951,1433.900024,1433.900024,1755200
1/28/2020,1443,1456,1432.469971,1452.560059,1452.560059,1577400
1/29/2020,1458.800049,1465.430054,1446.73999,1458.630005,1458.630005,1077700
1/30/2020,1439.959961,1457.280029,1436.400024,1455.839966,1455.839966,1339400
1/31/2020,1468.900024,1470.130005,1428.530029,1434.22998,1434.22998,2417200
2/3/2020,1462,1490,1458.98999,1485.939941,1485.939941,3036800
2/4/2020,1457.069946,1469.5,1426.300049,1447.069946,1447.069946,3933000
2/5/2020,1462.420044,1463.839966,1430.560059,1448.22998,1448.22998,1986200
2/6/2020,1450.329956,1482,1449.569946,1476.22998,1476.22998,1679400
2/7/2020,1467.300049,1485.839966,1466.349976,1479.22998,1479.22998,1172300
2/10/2020,1474.319946,1509.5,1474.319946,1508.680054,1508.680054,1419900
2/11/2020,1511.810059,1529.630005,1505.637939,1508.790039,1508.790039,1344600
2/12/2020,1514.47998,1520.694946,1508.109985,1518.27002,1518.27002,1167600
2/13/2020,1512.689941,1527.180054,1504.599976,1514.660034,1514.660034,929500
2/14/2020,1515.599976,1520.73999,1507.339966,1520.73999,1520.73999,1197800
2/18/2020,1515,1531.630005,1512.589966,1519.670044,1519.670044,1120700
2/19/2020,1525.069946,1532.105957,1521.400024,1526.689941,1526.689941,949300
2/20/2020,1522,1529.640015,1506.819946,1518.150024,1518.150024,1096600
2/21/2020,1508.030029,1512.214966,1480.439941,1485.109985,1485.109985,1731700
2/24/2020,1426.109985,1436.969971,1411.390015,1421.589966,1421.589966,2867100
2/25/2020,1433,1438.140015,1382.400024,1388.449951,1388.449951,2478300
2/26/2020,1396.140015,1415.699951,1379,1393.180054,1393.180054,2202400
2/27/2020,1362.060059,1371.703979,1317.170044,1318.089966,1318.089966,2978300
2/28/2020,1277.5,1341.140015,1271,1339.329956,1339.329956,3789100
3/2/2020,1351.609985,1390.869995,1326.814941,1389.109985,1389.109985,2431500
3/3/2020,1399.420044,1410.150024,1332,1341.390015,1341.390015,2402300
3/4/2020,1359.22998,1388.089966,1343.109985,1386.52002,1386.52002,1913300
3/5/2020,1350.199951,1358.910034,1305.099976,1319.040039,1319.040039,2561300
3/6/2020,1277.060059,1306.219971,1261.050049,1298.410034,1298.410034,2660600
3/9/2020,1205.300049,1254.76001,1200,1215.560059,1215.560059,3365400
3/10/2020,1260,1281.150024,1218.77002,1280.390015,1280.390015,2611400
3/11/2020,1249.699951,1260.959961,1196.069946,1215.410034,1215.410034,2608500
3/12/2020,1126,1193.869995,1113.300049,1114.910034,1114.910034,4226700
3/13/2020,1179,1219.76001,1117.142944,1219.72998,1219.72998,3700100
3/16/2020,1096,1152.266968,1074.439941,1084.329956,1084.329956,4252400
3/17/2020,1093.109985,1130.859985,1056.01001,1119.800049,1119.800049,3861500
3/18/2020,1056.51001,1106.5,1037.280029,1096.800049,1096.800049,4233400
3/19/2020,1093.050049,1157.969971,1060.108032,1115.290039,1115.290039,3651100
3/20/2020,1135.719971,1143.98999,1065.48999,1072.319946,1072.319946,3601800
3/23/2020,1061.319946,1071.319946,1013.536011,1056.619995,1056.619995,4044100
3/24/2020,1103.77002,1135,1090.619995,1134.459961,1134.459961,3344500
3/25/2020,1126.469971,1148.900024,1086.01001,1102.48999,1102.48999,4081500
3/26/2020,1111.800049,1169.969971,1093.530029,1161.75,1161.75,3571700
3/27/2020,1125.670044,1150.670044,1105.910034,1110.709961,1110.709961,3208500
3/30/2020,1125.040039,1151.630005,1096.47998,1146.819946,1146.819946,2574100
3/31/2020,1147.300049,1175.310059,1138.140015,1162.810059,1162.810059,2486400
4/1/2020,1122,1129.689941,1097.449951,1105.619995,1105.619995,2344200
4/2/2020,1098.26001,1126.859985,1096.400024,1120.839966,1120.839966,1964900
4/3/2020,1119.015015,1123.540039,1079.810059,1097.880005,1097.880005,2313400
4/6/2020,1138,1194.660034,1130.939941,1186.920044,1186.920044,2664700
4/7/2020,1221,1225,1182.22998,1186.51001,1186.51001,2387300
4/8/2020,1206.5,1219.069946,1188.160034,1210.280029,1210.280029,1975100
4/9/2020,1224.079956,1225.569946,1196.734985,1211.449951,1211.449951,2175400
4/13/2020,1209.180054,1220.51001,1187.598022,1217.560059,1217.560059,1739800
4/14/2020,1245.089966,1282.069946,1236.930054,1269.22998,1269.22998,2470400
4/15/2020,1245.609985,1280.459961,1240.400024,1262.469971,1262.469971,1671700
4/16/2020,1274.099976,1279,1242.619995,1263.469971,1263.469971,2518100
4/17/2020,1284.849976,1294.430054,1271.22998,1283.25,1283.25,1949000
4/20/2020,1271,1281.599976,1261.369995,1266.609985,1266.609985,1695500
4/21/2020,1247,1254.27002,1209.709961,1216.339966,1216.339966,2153000
4/22/2020,1245.540039,1285.613037,1242,1263.209961,1263.209961,2092400
4/23/2020,1271.550049,1293.310059,1265.670044,1276.310059,1276.310059,1566200
4/24/2020,1261.170044,1280.400024,1249.449951,1279.310059,1279.310059,1639600
4/27/2020,1296,1296.150024,1269,1275.880005,1275.880005,1600600
4/28/2020,1287.930054,1288.050049,1232.199951,1233.670044,1233.670044,2951300
4/29/2020,1341.459961,1359.98999,1325.339966,1341.47998,1341.47998,3793600
4/30/2020,1324.880005,1352.819946,1322.48999,1348.660034,1348.660034,2668900
5/1/2020,1328.5,1352.069946,1311,1320.609985,1320.609985,2072500
5/4/2020,1308.22998,1327.660034,1299,1326.800049,1326.800049,1504000
5/5/2020,1337.920044,1373.939941,1337.459961,1351.109985,1351.109985,1651500
5/6/2020,1361.689941,1371.119995,1347.290039,1347.300049,1347.300049,1215400
5/7/2020,1365.939941,1377.599976,1355.27002,1372.560059,1372.560059,1397600
5/8/2020,1383.130005,1398.76001,1375.47998,1388.369995,1388.369995,1386900
5/11/2020,1378.280029,1416.530029,1377.151978,1403.26001,1403.26001,1412100
5/12/2020,1407.119995,1415,1374.77002,1375.73999,1375.73999,1390600
5/13/2020,1377.050049,1385.482056,1328.400024,1349.329956,1349.329956,1812600
5/14/2020,1335.02002,1357.420044,1323.910034,1356.130005,1356.130005,1603100
5/15/2020,1350,1374.47998,1339,1373.189941,1373.189941,1707700
5/18/2020,1361.75,1392.324951,1354.25,1383.939941,1383.939941,1822400
5/19/2020,1386.996948,1392,1373.484985,1373.484985,1373.484985,1280600
5/20/2020,1389.579956,1410.420044,1387.25,1406.719971,1406.719971,1655400
5/21/2020,1408,1415.48999,1393.449951,1402.800049,1402.800049,1385000
5/22/2020,1396.709961,1412.76001,1391.829956,1410.420044,1410.420044,1309400
5/26/2020,1437.27002,1441,1412.130005,1417.02002,1417.02002,2060600
5/27/2020,1417.25,1421.73999,1391.290039,1417.839966,1417.839966,1685800
5/28/2020,1396.859985,1440.839966,1396,1416.72998,1416.72998,1692200
5/29/2020,1416.939941,1432.569946,1413.349976,1428.920044,1428.920044,1820900
6/1/2020,1418.390015,1437.959961,1418,1431.819946,1431.819946,1217100
6/2/2020,1430.550049,1439.609985,1418.829956,1439.219971,1439.219971,1278100
6/3/2020,1438.300049,1446.552002,1429.776978,1436.380005,1436.380005,1256200
6/4/2020,1430.400024,1438.959961,1404.72998,1412.180054,1412.180054,1484300
6/5/2020,1413.170044,1445.050049,1406,1438.390015,1438.390015,1734900
6/8/2020,1422.339966,1447.98999,1422.339966,1446.609985,1446.609985,1404200
6/9/2020,1445.359985,1468,1443.209961,1456.160034,1456.160034,1409200
6/10/2020,1459.540039,1474.259033,1456.27002,1465.849976,1465.849976,1525200
6/11/2020,1442.47998,1454.474976,1402,1403.839966,1403.839966,1991300
6/12/2020,1428.48999,1437,1386.02002,1413.180054,1413.180054,1946400
6/15/2020,1390.800049,1424.800049,1387.920044,1419.849976,1419.849976,1503900
6/16/2020,1445.219971,1455.02002,1425.900024,1442.719971,1442.719971,1709200
6/17/2020,1447.160034,1460,1431.380005,1451.119995,1451.119995,1549600
6/18/2020,1449.160034,1451.410034,1427.01001,1435.959961,1435.959961,1581900
6/19/2020,1444,1447.800049,1421.349976,1431.719971,1431.719971,3157900
6/22/2020,1429,1452.75,1423.209961,1451.859985,1451.859985,1542400
6/23/2020,1455.640015,1475.94104,1445.23999,1464.410034,1464.410034,1429800
6/24/2020,1461.51001,1475.420044,1429.75,1431.969971,1431.969971,1756000
6/25/2020,1429.900024,1442.900024,1420,1441.329956,1441.329956,1230500
6/26/2020,1431.390015,1433.449951,1351.98999,1359.900024,1359.900024,4267700
6/29/2020,1358.180054,1395.599976,1347.01001,1394.969971,1394.969971,1810200
6/30/2020,1390.439941,1418.650024,1383.959961,1413.609985,1413.609985,2042400
7/1/2020,1411.099976,1443,1409.819946,1438.040039,1438.040039,1775200
7/2/2020,1446.939941,1482.949951,1446.420044,1464.699951,1464.699951,1859100
7/6/2020,1480.060059,1506.589966,1472.859985,1495.699951,1495.699951,1564000
7/7/2020,1490,1516.800049,1483.550049,1485.180054,1485.180054,1458200
7/8/2020,1494.319946,1505.880005,1485.630005,1496,1496,1249700
7/9/2020,1506.449951,1522.719971,1488.084961,1510.98999,1510.98999,1423300
7/10/2020,1506.150024,1543.829956,1496.540039,1541.73999,1541.73999,1856300
7/13/2020,1550,1577.131958,1505.243042,1511.339966,1511.339966,1846400
7/14/2020,1490.310059,1522.949951,1483.5,1520.579956,1520.579956,1585000
7/15/2020,1523.130005,1535.329956,1498,1513.640015,1513.640015,1610700
7/16/2020,1500,1518.689941,1486.310059,1518,1518,1519300
7/17/2020,1521.619995,1523.439941,1498.420044,1515.550049,1515.550049,1456700
7/20/2020,1515.26001,1570.290039,1503.599976,1565.719971,1565.719971,1557300
7/21/2020,1586.98999,1586.98999,1554.280029,1558.420044,1558.420044,1216200
7/22/2020,1560.5,1570,1546.099976,1568.48999,1568.48999,932000
7/23/2020,1566.969971,1571.869995,1507.391968,1515.680054,1515.680054,1627600
7/24/2020,1498.930054,1517.635986,1488.400024,1511.869995,1511.869995,1544000
7/27/2020,1515.599976,1540.969971,1515.209961,1530.199951,1530.199951,1246000
7/28/2020,1525.180054,1526.47998,1497.660034,1500.339966,1500.339966,1702200
7/29/2020,1506.319946,1531.251953,1501.329956,1522.02002,1522.02002,1106500
7/30/2020,1497,1537.869995,1492.219971,1531.449951,1531.449951,1671400
7/31/2020,1505.01001,1508.949951,1454.030029,1482.959961,1482.959961,3439900
8/3/2020,1486.640015,1490.469971,1465.640015,1474.449951,1474.449951,2330200
8/4/2020,1476.569946,1485.560059,1458.650024,1464.969971,1464.969971,1903500
8/5/2020,1469.300049,1482.410034,1463.459961,1473.609985,1473.609985,1979500
8/6/2020,1471.75,1502.390015,1466,1500.099976,1500.099976,1995400
8/7/2020,1500,1516.844971,1481.640015,1494.48999,1494.48999,1577800
8/10/2020,1487.180054,1504.074951,1473.079956,1496.099976,1496.099976,1289300
8/11/2020,1492.439941,1510,1478,1480.319946,1480.319946,1454400
8/12/2020,1485.579956,1512.385986,1485.25,1506.619995,1506.619995,1437000
8/13/2020,1510.339966,1537.25,1508.005005,1518.449951,1518.449951,1455200
8/14/2020,1515.660034,1521.900024,1502.880005,1507.72998,1507.72998,1354800
8/17/2020,1514.670044,1525.609985,1507.969971,1517.97998,1517.97998,1378300
8/18/2020,1526.180054,1562.469971,1523.709961,1558.599976,1558.599976,2027100
8/19/2020,1553.310059,1573.680054,1543.949951,1547.530029,1547.530029,1660600
8/20/2020,1543.449951,1585.869995,1538.199951,1581.75,1581.75,1706900
8/21/2020,1577.030029,1597.719971,1568.005005,1580.420044,1580.420044,1446500
8/24/2020,1593.97998,1614.170044,1580.569946,1588.199951,1588.199951,1409900
8/25/2020,1582.069946,1611.619995,1582.069946,1608.219971,1608.219971,2247100
8/26/2020,1608,1659.219971,1603.599976,1652.380005,1652.380005,3993400
8/27/2020,1653.680054,1655,1625.75,1634.329956,1634.329956,1861600
8/28/2020,1633.48999,1647.170044,1630.75,1644.410034,1644.410034,1499000
8/31/2020,1647.890015,1647.964966,1630.310059,1634.180054,1634.180054,1823400
9/1/2020,1636.630005,1665.72998,1632.219971,1660.709961,1660.709961,1825300
9/2/2020,1673.775024,1733.180054,1666.329956,1728.280029,1728.280029,2511200
9/3/2020,1709.713989,1709.713989,1615.060059,1641.839966,1641.839966,3107800
9/4/2020,1624.26001,1645.109985,1547.613037,1591.040039,1591.040039,2608600
9/8/2020,1533.51001,1563.86499,1528.01001,1532.390015,1532.390015,2610900
9/9/2020,1557.530029,1569,1536.051025,1556.959961,1556.959961,1774700
9/10/2020,1560.640015,1584.081055,1525.805054,1532.02002,1532.02002,1618600
9/11/2020,1536,1575.199951,1497.359985,1520.719971,1520.719971,1597100
9/14/2020,1539.005005,1564,1515.73999,1519.280029,1519.280029,1696600
9/15/2020,1536,1559.569946,1531.834961,1541.439941,1541.439941,1331100
9/16/2020,1555.540039,1562,1519.819946,1520.900024,1520.900024,1311700
9/17/2020,1496,1508.297974,1470,1495.530029,1495.530029,1879800
9/18/2020,1498.01001,1503.003052,1437.130005,1459.98999,1459.98999,3103900
9/21/2020,1440.060059,1448.359985,1406.550049,1431.160034,1431.160034,2888800
9/22/2020,1450.089966,1469.52002,1434.530029,1465.459961,1465.459961,1583200
9/23/2020,1458.780029,1460.959961,1407.699951,1415.209961,1415.209961,1657400
9/24/2020,1411.030029,1443.708984,1409.849976,1428.290039,1428.290039,1450200
9/25/2020,1432.630005,1450,1413.339966,1444.959961,1444.959961,1323000
9/28/2020,1474.209961,1476.800049,1449.301025,1464.52002,1464.52002,2007900
9/29/2020,1470.390015,1476.662964,1458.805054,1469.329956,1469.329956,978200
9/30/2020,1466.800049,1489.75,1459.880005,1469.599976,1469.599976,1701600
10/1/2020,1484.27002,1499.040039,1479.209961,1490.089966,1490.089966,1779500
10/2/2020,1462.030029,1483.199951,1450.920044,1458.420044,1458.420044,1284100
10/5/2020,1466.209961,1488.209961,1464.27002,1486.02002,1486.02002,1113300
10/6/2020,1475.579956,1486.76001,1448.589966,1453.439941,1453.439941,1245400
10/7/2020,1464.290039,1468.959961,1436,1460.290039,1460.290039,1746200
10/8/2020,1465.089966,1490,1465.089966,1485.930054,1485.930054,1187800
10/9/2020,1494.699951,1516.52002,1489.449951,1515.219971,1515.219971,1435300
10/12/2020,1543,1593.859985,1532.569946,1569.150024,1569.150024,2482600
10/13/2020,1583.72998,1590,1563.199951,1571.680054,1571.680054,1601000
10/14/2020,1578.589966,1587.68396,1550.530029,1568.079956,1568.079956,1929300
10/15/2020,1547.150024,1575.10498,1545.030029,1559.130005,1559.130005,1540000
10/16/2020,1565.849976,1581.130005,1563,1573.01001,1573.01001,1434700
10/19/2020,1580.459961,1588.150024,1528,1534.609985,1534.609985,1607100
10/20/2020,1527.050049,1577.5,1525.670044,1555.930054,1555.930054,2241700
10/21/2020,1573.329956,1618.72998,1571.630005,1593.310059,1593.310059,2568300
10/22/2020,1593.050049,1621.98999,1585,1615.329956,1615.329956,1433600
10/23/2020,1626.069946,1642.359985,1620.51001,1641,1641,1375800
10/26/2020,1625.01001,1638.23999,1576.5,1590.449951,1590.449951,1853300
10/27/2020,1595.670044,1606.844971,1582.780029,1604.26001,1604.26001,1229000
10/28/2020,1559.73999,1561.349976,1514.619995,1516.619995,1516.619995,1834000
10/29/2020,1522.359985,1593.709961,1522.23999,1567.23999,1567.23999,2003100
10/30/2020,1672.109985,1687,1604.459961,1621.01001,1621.01001,4329100
11/2/2020,1628.160034,1660.77002,1616.030029,1626.030029,1626.030029,2535400
11/3/2020,1631.780029,1661.699951,1616.619995,1650.209961,1650.209961,1661700
11/4/2020,1710.280029,1771.36499,1706.030029,1749.130005,1749.130005,3570900
11/5/2020,1781,1793.640015,1750.51001,1763.369995,1763.369995,2065800
11/6/2020,1753.949951,1772.430054,1740.349976,1761.75,1761.75,1660900
11/9/2020,1790.900024,1818.060059,1760.02002,1763,1763,2268300
11/10/2020,1731.089966,1763,1717.300049,1740.390015,1740.390015,2636100
11/11/2020,1750,1764.219971,1747.36499,1752.709961,1752.709961,1264000
11/12/2020,1747.630005,1768.27002,1745.599976,1749.839966,1749.839966,1247500
11/13/2020,1757.630005,1781.040039,1744.550049,1777.02002,1777.02002,1499900
11/16/2020,1771.699951,1799.069946,1767.689941,1781.380005,1781.380005,1246800
11/17/2020,1776.939941,1785,1767,1770.150024,1770.150024,1147100
11/18/2020,1765.22998,1773.469971,1746.140015,1746.780029,1746.780029,1173500
11/19/2020,1738.380005,1769.589966,1737.005005,1763.920044,1763.920044,1249900
11/20/2020,1765.209961,1774,1741.859985,1742.189941,1742.189941,2313500
11/23/2020,1749.599976,1753.900024,1717.719971,1734.859985,1734.859985,2161600
11/24/2020,1730.5,1771.599976,1727.689941,1768.880005,1768.880005,1578000
11/25/2020,1772.890015,1778.540039,1756.540039,1771.430054,1771.430054,1045800
11/27/2020,1773.089966,1804,1772.439941,1793.189941,1793.189941,884900
11/30/2020,1781.18396,1788.064941,1755,1760.73999,1760.73999,1823800
12/1/2020,1774.369995,1824.829956,1769.369995,1798.099976,1798.099976,1736900
12/2/2020,1798.099976,1835.650024,1789.473022,1827.949951,1827.949951,1222000
